Date,AAPL,MSFT,SPX
2012-05-29,76.121267,26.968484000000004,1332.420044
2012-05-30,77.03908299999999,26.767771999999997,1313.319946
2012-05-31,76.847542,26.630923,1310.329956
2012-06-01,74.62084300000001,25.955799,1278.040039
2012-06-04,75.059797,26.04703,1278.180054
2012-06-05,74.865599,26.010538,1285.5
2012-06-06,76.01353,26.776896,1315.130005
2012-06-07,76.04811099999999,26.667415000000002,1314.98999
2012-06-08,77.19205,27.050594,1325.660034
2012-06-11,75.974949,26.366346000000004,1308.930054
2012-06-12,76.638703,26.722156,1324.180054
2012-06-13,76.10664,26.576182,1314.880005
2012-06-14,76.022836,26.767771999999997,1329.099976
2012-06-15,76.368679,27.388157,1342.839966
2012-06-18,77.918318,27.223937,1344.780029
2012-06-19,78.135141,28.008542,1357.97998
2012-06-20,77.912997,28.218377,1355.689941
2012-06-21,76.839557,27.497636,1325.51001
2012-06-22,77.428821,28.008542,1335.02002
2012-06-25,75.921748,27.251308,1313.719971
2012-06-26,76.089349,27.388157,1319.98999
2012-06-27,76.417895,27.525006,1331.849976
2012-06-28,75.692955,27.2878,1329.040039
2012-06-29,77.681554,27.908184999999996,1362.160034
2012-07-02,78.814851,27.880814,1365.51001
2012-07-03,79.731332,28.063281,1374.02002
2012-07-05,81.131996,28.008542,1367.579956
2012-07-06,80.591948,27.543253000000004,1354.680054
2012-07-09,81.65741,27.369909999999997,1352.459961
2012-07-10,80.901881,27.132703999999997,1341.469971
2012-07-11,80.399078,26.731278000000003,1341.449951
2012-07-12,79.66349699999999,26.120017,1334.76001
2012-07-13,80.470905,26.813388,1356.780029
2012-07-16,80.728959,26.859005,1353.640015
2012-07-17,80.732945,27.059717,1363.670044
2012-07-18,80.642499,27.780459000000004,1372.780029
2012-07-19,81.71461,27.981171000000003,1376.51001
2012-07-20,80.381788,27.479390000000002,1362.660034
2012-07-23,80.31926700000001,26.713033000000003,1350.52002
2012-07-24,79.932186,26.594428999999998,1338.310059
2012-07-25,76.480416,26.302483000000002,1337.890015
2012-07-26,76.468446,26.603552,1360.02002
2012-07-27,77.83585,27.150951,1385.969971
2012-07-30,79.148724,27.04147,1385.300049
2012-07-31,81.241068,26.886374,1379.319946
2012-08-01,80.715654,26.831635,1375.319946
2012-08-02,80.846009,26.630923,1365.0
2012-08-03,81.898173,27.141827000000003,1390.98999
2012-08-06,82.809333,27.324294000000002,1394.22998
2012-08-07,82.591188,27.607115999999998,1401.349976
2012-08-08,82.45152,27.670979,1402.219971
2012-08-09,82.92174399999999,27.826075,1402.800049
2012-08-10,83.051325,27.753089000000003,1405.869995
2012-08-13,84.160101,27.725718,1404.109985
2012-08-14,84.385868,27.670617,1403.930054
2012-08-15,84.270976,27.734904999999998,1405.530029
2012-08-16,85.007047,28.267561999999998,1415.51001
2012-08-17,86.57937,28.377765999999998,1418.160034
2012-08-20,88.855703,28.230826,1418.130005
2012-08-21,87.641388,28.285928000000002,1413.170044
2012-08-22,89.352645,28.047152,1413.48999
2012-08-23,88.519062,27.790007,1402.079956
2012-08-24,88.597875,28.065518,1411.130005
2012-08-27,90.262374,28.184908,1410.439941
2012-08-28,90.144821,28.129803999999996,1409.300049
2012-08-29,89.967148,28.148172,1410.48999
2012-08-30,88.68470699999999,27.845108000000003,1399.47998
2012-08-31,88.867724,28.304296,1406.579956
2012-09-04,90.16753,27.909394,1404.939941
2012-09-05,89.534329,27.909394,1403.439941
2012-09-06,90.34119399999999,28.791034999999997,1432.119995
2012-09-07,90.89825,28.423685,1437.920044
2012-09-10,88.533752,28.212458,1429.079956
2012-09-11,88.246544,28.276746000000003,1433.560059
2012-09-12,89.475549,28.267561999999998,1436.560059
2012-09-13,91.237567,28.414501,1459.98999
2012-09-14,92.346343,28.662460999999997,1465.77002
2012-09-17,93.481837,28.662460999999997,1461.189941
2012-09-18,93.766376,28.634911,1459.319946
2012-09-19,93.79176,28.515521000000003,1461.050049
2012-09-20,93.33756,28.882871999999995,1460.26001
2012-09-21,93.52324499999999,28.644095,1460.150024
2012-09-24,92.280885,28.267561999999998,1456.890015
2012-09-25,89.976501,27.909394,1441.589966
2012-09-26,88.859705,27.707353,1433.319946
2012-09-27,91.01581,27.698169,1447.150024
2012-09-28,89.116199,27.330819,1440.670044
2012-10-01,88.086236,27.082858,1444.48999
2012-10-02,88.34272299999999,27.238982,1445.75
2012-10-03,89.697298,27.422657,1450.98999
2012-10-04,89.07611800000001,27.578781,1461.400024
2012-10-05,87.177842,27.413473,1460.930054
2012-10-08,85.251513,27.349187,1455.880005
2012-10-09,84.94159,26.89,1441.47998
2012-10-10,85.61754,26.614487,1432.560059
2012-10-11,83.906283,26.586937,1432.839966
2012-10-12,84.121362,26.81653,1428.589966
2012-10-15,84.795978,27.101226,1440.130005
2012-10-16,86.803795,27.082858,1454.920044
2012-10-17,86.111814,27.174696,1460.910034
2012-10-18,84.512773,27.092042,1457.339966
2012-10-19,81.466981,26.302239,1433.189941
2012-10-22,84.698459,25.71448,1433.819946
2012-10-23,81.937205,25.760398000000002,1413.109985
2012-10-24,82.400752,25.622643,1408.75
2012-10-25,81.4269,25.604275,1412.969971
2012-10-26,80.686826,25.907338,1411.939941
2012-10-31,79.527289,26.210403,1412.160034
2012-11-01,79.69026600000001,27.110409999999998,1427.589966
2012-11-02,77.05325,27.092042,1414.199951
2012-11-05,78.097903,27.21143,1417.26001
2012-11-06,77.861449,27.422657,1428.390015
2012-11-07,74.882267,26.706325,1394.530029
2012-11-08,72.164763,26.458363000000002,1377.51001
2012-11-09,73.414144,26.476731,1379.849976
2012-11-12,72.846488,25.916522,1380.030029
2012-11-13,72.855884,25.083194,1374.530029
2012-11-14,72.048013,24.851714,1355.48999
2012-11-15,70.536946,24.685048000000002,1353.329956
2012-11-16,70.813396,24.55542,1359.880005
2012-11-19,75.91961500000001,24.749862,1386.890015
2012-11-20,75.272779,24.731343,1387.810059
2012-11-21,75.378799,24.953566,1391.030029
2012-11-23,76.693937,25.648006,1409.150024
2012-11-26,79.11352,25.360970000000002,1406.290039
2012-11-27,78.476079,25.073935000000002,1398.939941
2012-11-28,78.229157,25.333192999999998,1409.930054
2012-11-29,79.0907,24.953566,1415.949951
2012-11-30,78.543176,24.648011999999998,1416.180054
2012-12-03,78.6653,24.472087,1409.459961
2012-12-04,77.27769,24.416532,1407.050049
2012-12-05,72.304331,24.694307000000002,1409.280029
2012-12-06,73.43829699999999,24.749862,1413.939941
2012-12-07,71.560877,24.499863,1418.069946
2012-12-10,71.100574,24.944306,1418.550049
2012-12-11,72.653246,25.296156,1427.839966
2012-12-12,72.332512,25.222082,1428.47998
2012-12-13,71.08313000000001,25.101713,1419.449951
2012-12-14,68.412598,24.823936,1413.579956
2012-12-17,69.625743,25.092454,1430.359985
2012-12-18,71.648106,25.518376,1446.790039
2012-12-19,70.629543,25.286896,1435.810059
2012-12-20,70.014921,25.629488000000002,1443.689941
2012-12-21,69.692847,25.416526,1430.150024
2012-12-24,69.80556800000001,25.055416,1426.660034
2012-12-26,68.843373,24.870233,1419.829956
2012-12-27,69.119823,24.962823999999998,1418.099976
2012-12-28,68.385757,24.583196,1402.430054
2012-12-31,71.415941,24.731343,1426.189941
2013-01-02,73.67851,25.573933,1462.420044
2013-01-03,72.74852299999999,25.231341,1459.369995
2013-01-04,70.722139,24.759122,1466.469971
2013-01-07,70.306128,24.712826,1461.890015
2013-01-08,70.495349,24.583196,1457.150024
2013-01-09,69.393585,24.722085999999997,1461.02002
2013-01-10,70.253788,24.499863,1472.119995
2013-01-11,69.82302,24.842454999999998,1472.050049
2013-01-14,67.333653,24.898009,1470.680054
2013-01-15,65.209304,25.194304000000002,1472.339966
2013-01-16,67.916066,25.036899,1472.630005
2013-01-17,67.458458,25.231341,1480.939941
2013-01-18,67.098807,25.231341,1485.97998
2013-01-22,67.738928,25.138749,1492.560059
2013-01-23,68.978914,25.564673000000003,1494.810059
2013-01-24,60.456019999999995,25.58319,1494.819946
2013-01-25,59.03084499999999,25.814671,1502.959961
2013-01-28,60.366111,25.842449,1500.180054
2013-01-29,61.498736,25.935041000000002,1507.839966
2013-01-30,61.305493999999996,25.786894,1501.959961
2013-01-31,61.125668999999995,25.416526,1498.109985
2013-02-01,60.87471899999999,25.860968,1513.170044
2013-02-04,59.358287,25.407267,1495.709961
2013-02-05,61.441035,25.462822,1511.290039
2013-02-06,61.375279000000006,25.314674,1512.119995
2013-02-07,63.2002,25.259120000000003,1509.390015
2013-02-08,64.112662,25.509117,1517.930054
2013-02-11,64.780814,25.796154,1517.01001
2013-02-12,63.157006,25.814671,1519.430054
2013-02-13,63.036873,25.95356,1520.329956
2013-02-14,62.980183,25.96282,1521.380005
2013-02-15,62.112264,25.935041000000002,1519.790039
2013-02-19,62.089318999999996,26.187108,1530.939941
2013-02-20,60.585643000000005,26.019064,1511.949951
2013-02-21,60.20905,25.6643,1502.420044
2013-02-22,60.850202,25.916369,1515.599976
2013-02-25,59.769013,25.552270999999998,1487.849976
2013-02-26,60.601841,25.552270999999998,1496.939941
2013-02-27,60.007927,25.963048,1515.98999
2013-02-28,59.580043999999994,25.953712,1514.680054
2013-03-01,58.104717,26.093751,1518.199951
2013-03-04,56.698225,26.280466999999998,1525.199951
2013-03-05,58.19515,26.467184999999997,1539.790039
2013-03-06,57.455462,26.224453000000004,1541.459961
2013-03-07,58.119563,26.271131,1544.26001
2013-03-08,58.27344,26.14043,1551.180054
2013-03-11,59.103564,26.019064,1556.219971
2013-03-12,57.82935500000001,26.056407,1552.47998
2013-03-13,57.818557,26.065742999999998,1554.52002
2013-03-14,58.378723,26.271131,1563.22998
2013-03-15,59.885098,26.177774,1560.699951
2013-03-18,61.512955000000005,26.233789,1552.099976
2013-03-19,61.346924,26.308476000000002,1548.339966
2013-03-20,61.021625,26.439177,1558.709961
2013-03-21,61.109362,26.243125,1545.800049
2013-03-22,62.348478,26.373826,1556.890015
2013-03-25,62.573893999999996,26.289803000000003,1551.689941
2013-03-26,62.24454300000001,26.289803000000003,1563.77002
2013-03-27,61.021625,26.485858,1562.849976
2013-03-28,59.75011899999999,26.709918,1569.189941
2013-04-01,57.894147,26.709918,1562.170044
2013-04-02,58.012928,26.887297999999998,1570.25
2013-04-03,58.309883,26.663238,1553.689941
2013-04-04,57.733518999999994,26.700582,1559.97998
2013-04-05,57.123411,26.793940999999997,1553.280029
2013-04-08,57.529701,26.691246000000003,1563.069946
2013-04-09,57.633635999999996,27.643504999999998,1568.609985
2013-04-10,58.809309,28.269008000000003,1587.72998
